"ID";"FullName";"global_id";"ShortName";"AdmArea";"District";"Address";"Owner";"TestDate";"geoData";
"66";"Автомобильная заправочная станция «Интертрест-Ойл» на 53-м километре Московской Кольцевой Автодороги, владение 6Б";"4539549";"АЗС «Интертрест-Ойл» на 53-м километре Московской Кольцевой Автодороги, владение 6Б";"Западный административный округ";"Можайский район";"53-й километр Московской Кольцевой Автодороги, владение 6Б";"ООО «Интертрест-Ойл»";"26.09.2013";"{type=Point, coordinates=[37.394491936368, 55.706537377802]}";
"70";"Автомобильная заправочная станция «Спрут» в деревне Ясенки";"4539550";"АЗС «Спрут» в деревне Ясенки";"Троицкий административный округ";"поселение Вороновское";"деревня Ясенки";"ООО «Спрут»";"08.10.2013";"{type=Point, coordinates=[37.11794753315, 55.273968414099]}";
"73";"Автомобильная заправочная станция № 5 «Меркурий»";"4539551";"АЗС № 5 «Меркурий»";"Северо-Западный административный округ";"район Южное Тушино";"Походный проезд, дом 12";"ЗАО фирма «Меркурий»";"07.11.2013";"{type=Point, coordinates=[37.415964385921, 55.837559156389]}";
"74";"Автомобильная заправочная станция № 4 «Меркурий»";"4539552";"АЗС № 4 «Меркурий»";"Северо-Западный административный округ";"район Южное Тушино";"Строительный проезд, дом 6, строение 1";"ЗАО фирма «Меркурий»";"07.11.2013";"{type=Point, coordinates=[37.429149101322, 55.838575159755]}";
"77";"Автомобильная заправочная станция № 6 «Меркурий»";"4539553";"АЗС № 6 «Меркурий»";"Северо-Западный административный округ";"район Митино";"улица Барышиха, владение 3";"ЗАО фирма «Меркурий»";"12.11.2013";"{type=Point, coordinates=[37.369373857723, 55.840315869937]}";
"81";"Автомобильная заправочная станция № 5 «Компания ТРАССА»";"4539554";"АЗС № 5 «Компания ТРАССА»";"Новомосковский административный округ";"поселение Московский";"38-й километр Киевского шоссе";"ООО «Компания ТРАССА»";"14.04.2017";"{type=Point, coordinates=[37.17465994171, 55.564347237785]}";
"84";"Автомобильная заправочная станция № 33 «Компания ТРАССА»";"4539555";"АЗС № 33 «Компания ТРАССА»";"Троицкий административный округ";"поселение Краснопахорское";"деревня Софьино";"ООО «Компания ТРАССА»";"17.12.2013";"{type=Point, coordinates=[37.331149510245, 55.432856749175]}";
"85";"Автомобильная заправочная станция «МАС» на проспекте Вернадского, владение 10А";"4539556";"АЗС «МАС» на проспекте Вернадского, владение 10А";"Западный административный округ";"район Раменки";"проспект Вернадского, владение 10А";"ООО «МАС»";"14.01.2014";"{type=Point, coordinates=[37.519982381164, 55.688595916357]}";
"95";"Автомобильная заправочная станция № 28 «Татнефть-АЗС-Запад»";"4539557";"АЗС № 28 «Татнефть-АЗС-Запад»";"Западный административный округ";"Можайский район";"Рябиновая улица, дом 12";"ООО «Татнефть-АЗС-Запад»";"04.03.2014";"{type=Point, coordinates=[37.422283151883, 55.714517358871]}";
"102";"Автомобильная заправочная станция № 263 «Татнефть-АЗС-Запад»";"4539558";"АЗС № 263 «Татнефть-АЗС-Запад»";"Юго-Восточный административный округ";"район Печатники";"1-й Угрешский проезд, владение 10";"ООО «Татнефть-АЗС-Запад»";"06.03.2014";"{type=Point, coordinates=[37.689827792342, 55.71680570675]}";
"106";"Многофункциональный автомобильный заправочный комплекс «Рублевская» «Петрол Комплекс Эквипмент Кампани»";"4539559";"МАЗК «Рублевская» «Петрол Комплекс Эквипмент Кампани»";"Западный административный округ";"район Крылатское";"60-й километр Московской Кольцевой Автодороги, владение 4Б";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"11.03.2014";"{type=Point, coordinates=[37.371509062987, 55.767258985118]}";
"107";"Многофункциональный автомобильный заправочный комплекс «Химки» «Петрол Комплекс Эквипмент Кампани»";"4539560";"МАЗК «Химки» «Петрол Комплекс Эквипмент Кампани»";"Северо-Западный административный округ";"район Северное Тушино";"74-й километр Московской Кольцевой Автодороги, владение 5";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"11.03.2014";"{type=Point, coordinates=[37.428322699366, 55.877157347238]}";
"111";"Автомобильная заправочная станция № 83 «Татнефть-АЗС-Запад»";"4539561";"АЗС № 83 «Татнефть-АЗС-Запад»";"Восточный административный округ";"район Гольяново";"Щёлковское шоссе, дом 93А";"ООО «Татнефть-АЗС-Запад»";"12.03.2014";"{type=Point, coordinates=[37.827753875815, 55.813532169553]}";
"113";"Многофункциональный автомобильный заправочный комплекс «Донская» «Петрол Комплекс Эквипмент Кампани»";"4539562";"МАЗК «Донская» «Петрол Комплекс Эквипмент Кампани»";"Южный административный округ";"Донской район";"Загородное шоссе, дом 2Б";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"13.03.2014";"{type=Point, coordinates=[37.604985542279, 55.701196047513]}";
"115";"Многофункциональный автомобильный заправочный комплекс «Беляево» «Петрол Комплекс Эквипмент Кампани»";"4539563";"МАЗК «Беляево» «Петрол Комплекс Эквипмент Кампани»";"Юго-Западный административный округ";"район Коньково";"Профсоюзная улица, дом 67А";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"13.03.2014";"{type=Point, coordinates=[37.534712474545, 55.650574750363]}";
"119";"Автомобильная заправочная станция «Ойл Сити» на Новосущёвской улице, владение 5, строение 1";"4539564";"АЗС «Ойл Сити» на Новосущёвской улице, владение 5, строение 1";"Центральный административный округ";"Тверской район";"Новосущёвская улица, владение 5, строение 1";"ООО «Ойл Сити»";"08.04.2014";"{type=Point, coordinates=[37.604294797629, 55.783603256761]}";
"121";"Автомобильная заправочная станция № 5 «Транссервис-А.С.»";"4539565";"АЗС № 5 «Транссервис-А.С.»";"Центральный административный округ";"Таганский район";"Гончарная набережная, владение 9, строение 2";"ООО «Транссервис-А.С.»";"15.04.2014";"{type=Point, coordinates=[37.648293221288, 55.736749875438]}";
"129";"Автомобильная заправочная станция № 1 «ПЕТРОЛ РЕСУРС» на Саввинской набережной, дом 7А";"4539566";"АЗС № 1 «ПЕТРОЛ РЕСУРС» на Саввинской набережной, дом 7А";"Центральный административный округ";"район Хамовники";"Саввинская набережная, дом 7А";"ООО «ПЕТРОЛ РЕСУРС»";"10.06.2014";"{type=Point, coordinates=[37.569311091685, 55.737562284863]}";
"131";"Автомобильная заправочная станция № 1 «ТСК-МАКС» на Балаклавском проспекте, владение 11";"4539567";"АЗС № 1 «ТСК-МАКС» на Балаклавском проспекте, владение 11";"Южный административный округ";"район Чертаново Северное";"Балаклавский проспект, владение 11";"ЗАО «ТСК -МАКС»";"19.06.2014";"{type=Point, coordinates=[37.593341638094, 55.641532799848]}";
"133";"Автомобильная заправочная станция «Академавтотранс» на улице Вавилова, дом 21";"4539568";"АЗС «Академавтотранс» на улице Вавилова, дом 21";"Юго-Западный административный округ";"Академический район";"улица Вавилова, дом 21";"ФГБУ ПОАТ УД РАН «Академавтотранс»";"01.07.2014";"{type=Point, coordinates=[37.575752040733, 55.699284125665]}";
"136";"Автомобильная заправочная станция № 125 ООО «Интертрест-Ойл» на Московской кольцевой автомобильной дороге 53 километр";"4539569";"АЗС № 125 ООО «Интертрест-Ойл» на Московской кольцевой автомобильной дороге 53 километр";"Западный административный округ";"Можайский район";" Московская кольцевая автомобильная дорога, 53 километр";"ООО «Интертрест-Ойл»";"14.08.2014";"{type=Point, coordinates=[37.393867619093, 55.706701304825]}";
"141";"Автомобильная заправочная станция «ТрансАЗС» на 1-м Красногвардейском проезде, дом 4А";"4539570";"АЗС «ТрансАЗС» на 1-м Красногвардейском проезде, дом 4А";"Центральный административный округ";"Пресненский район";"1-й Красногвардейский проезд, дом 4А";"ЗАО «ТрансАЗС»";"11.09.2014";"{type=Point, coordinates=[37.547313836901, 55.754654136533]}";
"143";"Автомобильная заправочная станция «Сети» на Южнопортовой улице, владение 17Д, строение 1";"4539571";"АЗС «Сети» на Южнопортовой улице, владение 17Д, строение 1";"Юго-Восточный административный округ";"район Печатники";"Южнопортовая улица, владение 17Д, строение 1";"ЗАО «Сети»";"30.09.2014";"{type=Point, coordinates=[37.702734144245, 55.70435344605]}";
"144";"Автомобильная заправочная станция № 12 «РН-Москва» на улице Айвазовского, владение 2А";"13409149";"АЗС № 12 «РН-Москва» на улице Айвазовского, владение 2А";"Юго-Западный административный округ";"район Ясенево";"улица Айвазовского, владение 2А";"ОАО «РН-Москва»";"06.11.2014";"{type=Point, coordinates=[37.542823370618, 55.62001335386]}";
"145";"Автомобильная заправочная станция «Интернешнл Петролиум Сервис» на улице Борисовские пруды, дом 1Г, сооружение 1";"13532286";"АЗС «Интернешнл Петролиум Сервис» на улице Борисовские пруды, дом 1Г, сооружение 1";"Южный административный округ";"район Москворечье-Сабурово";"улица Борисовские пруды, дом 1Г, сооружение 1";"ООО «Интернешнл Петролиум Сервис»";"06.11.2014";"{type=Point, coordinates=[37.704242108771, 55.636114597229]}";
"146";"Автомобильная заправочная станция «Фортекс» на Сетуньском 1-м проезде, корпус 2, строение 1";"13532290";"АЗС «Фортекс» на Сетуньском 1-м проезде, корпус 2, строение 1";"Западный административный округ";"район Раменки";"Сетуньский 1-й проезд, корпус 2, строение 1";"ООО «Фортекс»";"13.11.2014";"{type=Point, coordinates=[37.542628461535, 55.731795463809]}";
"147";"Автомобильная заправочная станция «Фортекс» на Алтуфьевском шоссе, владение 77Б";"13532292";"АЗС «Фортекс» на Алтуфьевском шоссе, владение 77Б";"Северо-Восточный административный округ";"Алтуфьевский район";"Алтуфьевское шоссе, владение 77Б";"ООО «Фортекс»";"13.11.2014";"{type=Point, coordinates=[37.58592863175, 55.877089090966]}";
"148";"Автомобильная заправочная станция «Влата» на Ореховом бульваре, дом 27, корпус 1";"13532294";"АЗС «Влата» на Ореховом бульваре, дом 27, корпус 1";"Южный административный округ";"район Зябликово";" Ореховый бульвар, дом 27, корпус 1";"ЗАО «Влата»";"25.11.2014";"{type=Point, coordinates=[37.731057701054, 55.613658616437]}";
"149";"Автомобильная заправочная станция «Спурт-94» на улице Барышиха, владение 41";"13532297";"АЗС «Спурт-94» на улице Барышиха, владение 41";"Северо-Западный административный округ";"район Митино";"улица Барышиха, владение 41";"ЗАО «Спурт-94»";"02.12.2014";"{type=Point, coordinates=[37.341631884592, 55.853565481252]}";
"150";"Автомобильная заправочная станция «Фирма «Интероргсинтез» на Лианозовском проезде, владение 12";"13532301";"АЗС «Фирма «Интероргсинтез» на Лианозовском проезде, владение 12";"Северо-Восточный административный округ";"район Лианозово";"Лианозовский проезд, владение 12";"ООО «Фирма «Интероргсинтез»";"09.12.2014";"{type=Point, coordinates=[37.545990577089, 55.900812647688]}";
"151";"Автомобильная заправочная станция «Компания «Лема» на 67-м километре Московской Кольцевой Автодороги, дом 7";"13532307";"АЗС «Компания «Лема» на 67-м километре Московской Кольцевой Автодороги, дом 7";"Северо-Западный административный округ";"район Митино";"67-й километр Московской Кольцевой Автодороги, дом 7";"ЗАО «Компания «Лема»";"16.12.2014";"{type=Point, coordinates=[37.394075659923, 55.834948825205]}";
"152";"Автомобильная заправочная станция «Титан» на Каширском шоссе, владение 23А";"13532310";"АЗС «Титан» на Каширском шоссе, владение 23А";"Южный административный округ";"район Нагатино-Садовники";"Каширское шоссе, владение 23А";"ООО ОНЦ «Титан»";"13.02.2015";"{type=Point, coordinates=[37.640501550071, 55.659145392817]}";
"153";"Автомобильная заправочная станция «АрфаПлюс» на 74-м километре Московской Кольцевой Автодороги, владение 4";"13894329";"АЗС «АрфаПлюс» на 74-м километре Московской Кольцевой Автодороги, владение 4";"Северо-Западный административный округ";"район Куркино";"74-й километр Московской Кольцевой Автодороги, владение 4";"ООО «АрфаПлюс»";"24.03.2015";"{type=Point, coordinates=[37.424575255382, 55.876121088868]}";
"154";"Автомобильная заправочная станция «Комплект-Ойл» на 1-м километре Симферопольского шоссе, дом 1";"13894330";"АЗС «Комплект-Ойл» на 1-м километре Симферопольского шоссе, дом 1";"Юго-Западный административный округ";"район Южное Бутово";"1-й километр Симферопольского шоссе, дом 1";"ООО «Комплект-Ойл»";"26.03.2015";"{type=Point, coordinates=[37.575520203286, 55.512870689928]}";
"155";"Автомобильная заправочная станция «ЛатрансКо» в поселке Шишкин Лес";"13894342";"АЗС «ЛатрансКо» в поселке Шишкин Лес";"Троицкий административный округ";"поселение Михайлово-Ярцевское";"поселок Шишкин Лес";"ООО «ЛатрансКо»";"02.04.2015";"{type=Point, coordinates=[37.190919486857, 55.416055600563]}";
"156";"Автомобильная заправочная станция «Ресурс-Трейдинг» в городе Троицк на 41-м километре Калужского шоссе";"14154623";"АЗС «Ресурс-Трейдинг» в городе Троицк на 41-м километре Калужского шоссе";"Троицкий административный округ";"поселение Троицк";"город Троицк, 41-й километр Калужского шоссе";"ООО «Ресурс-Трейдинг»";"23.04.2015";"{type=Point, coordinates=[37.300420991961, 55.464275369079]}";
"157";"Автомобильная заправочная станция «Шелл Нефть» на улице Привольная, дом 70";"14154627";"АЗС «Шелл Нефть» на улице Привольная, дом 70";"Юго-Восточный административный округ";"район Выхино-Жулебино";"улица Привольная, дом 70";"ООО «Шелл Нефть»";"28.04.2015";"{type=Point, coordinates=[37.853324154162, 55.678307936974]}";
"158";"Автомобильная заправочная станция «Шелл Нефть» на Лермонтовском проспекте, владение 151-157";"14154628";"АЗС «Шелл Нефть» на Лермонтовском проспекте, владение 151-157";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Лермонтовский проспект, владение 151-157";"ООО «Шелл Нефть»";"28.04.2015";"{type=Point, coordinates=[37.857414099953, 55.700964851073]}";
"159";"Автомобильная заправочная станция «Шелл Нефть» на улице Привольной, дом 4, корпус 2";"14154629";"АЗС «Шелл Нефть» на улице Привольной, дом 4, корпус 2";"Юго-Восточный административный округ";"район Выхино-Жулебино";"улица Привольная, дом 4, корпус 2";"ООО «Шелл Нефть»";"28.04.2015";"{type=Point, coordinates=[37.839929958976, 55.702863864121]}";
"160";"Автомобильная заправочная станция «Шелл Нефть» на улице Каскадной, владение 21";"14154630";"АЗС «Шелл Нефть» на улице Каскадной, владение 21";"Восточный административный округ";"район Косино-Ухтомский";"улица Каскадная, владение 21";"ООО «Шелл Нефть»";"28.04.2015";"{type=Point, coordinates=[37.871720142193, 55.708609078648]}";
"161";"Автомобильная заправочная станция «Шелл Нефть» на Аминьевском шоссе, владение 33";"14154633";"АЗС «Шелл Нефть» на Аминьевском шоссе, владение 33";"Западный административный округ";"Можайский район";"Аминьевское шоссе, владение 33";"ООО «Шелл Нефть»";"30.04.2015";"{type=Point, coordinates=[37.450090949359, 55.719303159278]}";
"162";"Автомобильная заправочная станция «Шелл Нефть» на Ленинградском шоссе, владение 227";"14154635";"АЗС «Шелл Нефть» на Ленинградском шоссе, владение 227";"Северный административный округ";"Молжаниновский район";"Ленинградское шоссе, владение 227";"ООО «Шелл Нефть»";"30.04.2015";"{type=Point, coordinates=[37.365265577734, 55.93926414501]}";
"163";"Автомобильная заправочная станция «Шелл Нефть» на Сельскохозяйственной улице, дом 40";"14154643";"АЗС «Шелл Нефть» на Сельскохозяйственной улице, дом 40";"Северо-Восточный административный округ";"район Свиблово";"Сельскохозяйственная улица, дом 40";"ООО «Шелл Нефть»";"05.05.2015";"{type=Point, coordinates=[37.627695935993, 55.848258954923]}";
"164";"Автомобильная заправочная станция «Шелл Нефть» на Большой Оленьей улице, владение 18";"14154644";"АЗС «Шелл Нефть» на Большой Оленьей улице, владение 18";"Восточный административный округ";"район Сокольники";"Большая Оленья улица, владение 18";"ООО «Шелл Нефть»";"05.05.2015";"{type=Point, coordinates=[37.689776446874, 55.811684064748]}";
"165";"Автомобильная заправочная станция «Шелл Нефть» в Юрьевском переулке, дом 17, владение 1";"14154645";"АЗС «Шелл Нефть» в Юрьевском переулке, дом 17, владение 1";"Юго-Восточный административный округ";"район Лефортово";"Юрьевский переулок, дом 17, владение 1";"ООО «Шелл Нефть»";"05.05.2015";"{type=Point, coordinates=[37.718832801247, 55.763337961791]}";
"166";"Автомобильная заправочная станция «Шелл Нефть» на Каширском шоссе, владение 150";"14154646";"АЗС «Шелл Нефть» на Каширском шоссе, владение 150";"Южный административный округ";"район Орехово-Борисово Южное";"Каширское шоссе, владение 150";"ООО «Шелл Нефть»";"07.05.2015";"{type=Point, coordinates=[37.726349613633, 55.594298169718]}";
"167";"Автомобильная заправочная станция «Шелл Нефть» на улице Марьинский парк, дом 12";"14154647";"АЗС «Шелл Нефть» на улице Марьинский парк, дом 12";"Юго-Восточный административный округ";"район Марьино";"улица Марьинский парк, дом 12";"ООО «Шелл Нефть»";"07.05.2015";"{type=Point, coordinates=[37.781055956079, 55.660710285233]}";
"168";"Автомобильная заправочная станция «Шелл Нефть» на улице Перерва, дом 65, строение 1";"14154648";"АЗС «Шелл Нефть» на улице Перерва, дом 65, строение 1";"Юго-Восточный административный округ";"район Марьино";"улица Перерва, дом 65, строение 1";"ООО «Шелл Нефть»";"07.05.2015";"{type=Point, coordinates=[37.766046309844, 55.667640079494]}";
"169";"Автомобильная заправочная станция «Шелл Нефть» на Волгоградском проспекте, владение 79, строение 1";"14154649";"АЗС «Шелл Нефть» на Волгоградском проспекте, владение 79, строение 1";"Юго-Восточный административный округ";"район Текстильщики";"Волгоградский проспект, владение 79, строение 1";"ООО «Шелл Нефть»";"07.05.2015";"{type=Point, coordinates=[37.744321888705, 55.708712400352]}";
"171";"Автомобильная заправочная станция «Опора» в городе Троицк, микрорайон В, дом 63";"14155100";"АЗС «Опора» в городе Троицк, микрорайон В, дом 63";"Троицкий административный округ";"поселение Троицк";"город Троицк, микрорайон В, дом 63";"ООО «Опора»";"26.05.2016";"{type=Point, coordinates=[37.296688070614, 55.492873422222]}";
"172";"Автомобильная заправочная станция «РН-Москва» на 41-м километре Калужского шоссе";"14155102";"АЗС «РН-Москва» на 41-м километре Калужского шоссе";"Троицкий административный округ";"поселение Троицк";"41-й километр Калужского шоссе";"ОАО «РН-Москва»";"19.05.2015";"{type=Point, coordinates=[37.300420991961, 55.464275369079]}";
"173";"Автомобильная заправочная станция «Филатов В.А.» в Зеленограде, на Заводской улице, дом 38";"14155103";"АЗС «Филатов В.А.» в Зеленограде, на Заводской улице, дом 38";"Зеленоградский административный округ";"район Крюково";"Зеленоград, Заводская улиц, дом 38";"ИП «Филатов В.А.»";"20.05.2015";"{type=Point, coordinates=[37.183615770332, 55.972852467352]}";
"174";"Автомобильная заправочная станция «ТК Нефтепродуктсервис» на Осташковской улице, владение 18А";"14155112";"АЗС «ТК Нефтепродуктсервис» на Осташковской улице, владение 18А";"Северо-Восточный административный округ";"Лосиноостровский район";"Осташковская улица, владение 18А";"ООО «ТК Нефтепродуктсервис»";"22.05.2015";"{type=Point, coordinates=[37.67597586712, 55.883044684484]}";
"175";"Автомобильная заправочная станция «НБА-Северо-Запад» на Полярной улице, владение 37В";"14155115";"АЗС «НБА-Северо-Запад» на Полярной улице, владение 37В";"Северо-Восточный административный округ";"район Северное Медведково";"Полярная улица, владение 37В";"ООО «НБА-Северо-Запад»";"22.05.2015";"{type=Point, coordinates=[37.644932349968, 55.89045634284]}";
"176";"Автомобильная заправочная станция «ТрансАЗС» на Полярном проезде, владение 4А";"14155117";"АЗС «ТрансАЗС» на Полярном проезде, владение 4А";"Северо-Восточный административный округ";"район Северное Медведково";"Полярный проезд, владение 4А";"ЗАО «ТрансАЗС»";"22.05.2015";"{type=Point, coordinates=[37.629896621246, 55.88912565499]}";
"177";"Автомобильная заправочная станция «ЕКА-АЗС» на Сокольнической 5-й улице, владение 16А";"14155120";"АЗС «ЕКА-АЗС» на Сокольнической 5-й улице, владение 16А";"Восточный административный округ";"район Сокольники";"Сокольническая 5-я улица, владение 16А";"ООО «ЕКА-АЗС»";"25.05.2015";"{type=Point, coordinates=[37.689535066167, 55.786126100127]}";
"178";"Автомобильная заправочная станция «Сервис ФСП» на Краснобогатырской улице, владение 22";"14155122";"АЗС «Сервис ФСП» на Краснобогатырской улице, владение 22";"Восточный административный округ";"район Богородское";"Краснобогатырская улица, владение 22";"ООО «Сервис ФСП»";"25.05.2015";"{type=Point, coordinates=[37.698384800149, 55.811823447815]}";
"179";"Автомобильная заправочная станция «Долус» на Большой Косинской улице, владение 1Г";"14155124";"АЗС «Долус» на Большой Косинской улице, владение 1Г";"Восточный административный округ";"район Косино-Ухтомский";"Большая Косинская улица, владение 1Г";"ЗАО «Долус»";"25.05.2015";"{type=Point, coordinates=[37.850564995511, 55.711336448813]}";
"180";"Автомобильная заправочная станция «УК НИКОЙЛ» на Шоссейной улице, дом 88";"14155126";"АЗС «УК НИКОЙЛ» на Шоссейной улице, дом 88";"Юго-Восточный административный округ";"район Печатники";"Шоссейная улица, дом 88";"ООО «УК НИКОЙЛ»";"16.05.2017";"{type=Point, coordinates=[37.719024784577, 55.666980362657]}";
"181";"Автомобильная заправочная станция «Механизация-2» на Южнопортовой улице, дом 17";"14155135";"АЗС «Механизация-2» на Южнопортовой улице, дом 17";"Юго-Восточный административный округ";"район Печатники";"Южнопортовая улица, дом 17";"ОАО «Механизация-2»";"26.05.2015";"{type=Point, coordinates=[37.702885054788, 55.704320476067]}";
"182";"Автомобильная заправочная станция «АРС» на улице Садовники, дом 11А, строение 1";"14155137";"АЗС «АРС» на улице Садовники, дом 11А, строение 1";"Южный административный округ";"район Нагатино-Садовники";"улица Садовники, дом 11А, строение 1";"ООО «АРС»";"18.08.2017";"{type=Point, coordinates=[37.656454702596, 55.674156173976]}";
"183";"Автомобильная заправочная станция «НБА-Северо-Запад» на проспекте Андропова, дом 9, строение 1";"14155138";"АЗС «НБА-Северо-Запад» на проспекте Андропова, дом 9, строение 1";"Южный административный округ";"район Нагатинский Затон";"проспект Андропова, дом 9, строение 1";"ООО «НБА-Северо-Запад»";"27.05.2015";"{type=Point, coordinates=[37.666922502532, 55.688775943647]}";
"184";"Автомобильная заправочная станция «ЕКА-АЗС» на улице Подольских курсантов, владение 26А";"14155139";"АЗС «ЕКА-АЗС» на улице Подольских курсантов, владение 26А";"Южный административный округ";"район Бирюлёво Западное";"улица Подольских курсантов, владение 26А";"ООО «ЕКА-АЗС»";"27.05.2015";"{type=Point, coordinates=[37.630371336983, 55.593467492101]}";
"185";"Автомобильная заправочная станция «Фортекс» на улице Обручева, дом 50";"14155140";"АЗС «Фортекс» на улице Обручева, дом 50";"Юго-Западный административный округ";"район Коньково";"улица Обручева, дом 50";"ООО «Фортекс»";"21.11.2017";"{type=Point, coordinates=[37.559466439636, 55.649900438462]}";
"186";"Автомобильная заправочная станция «НБА-Северо-Запад» на улице Обручева, дом 25А";"14155141";"АЗС «НБА-Северо-Запад» на улице Обручева, дом 25А";"Юго-Западный административный округ";"Обручевский район";"улица Обручева, дом 25А";"ООО «НБА-Северо-Запад»";"28.05.2015";"{type=Point, coordinates=[37.536451689189, 55.656446225739]}";
"187";"Автомобильная заправочная станция «НБА-Северо-Запад» на Нахимовском проспекте, дом 21, строение 1";"14155142";"АЗС «НБА-Северо-Запад» на Нахимовском проспекте, дом 21, строение 1";"Юго-Западный административный округ";"район Зюзино";"Нахимовский проспект, дом 21, строение 1";"ООО «НБА-Северо-Запад»";"28.05.2015";"{type=Point, coordinates=[37.597322478353, 55.665690471537]}";
"188";"Автомобильная заправочная станция «НБА-Северо-Запад» в Лесном 4-м переулке, владение 2";"14155143";"АЗС «НБА-Северо-Запад» в Лесном 4-м переулке, владение 2";"Центральный административный округ";"Тверской район";"Лесной 4-й переулок, владение 2";"ООО «НБА-Северо-Запад»";"29.05.2015";"{type=Point, coordinates=[37.586285381171, 55.778866541331]}";
"189";"Автомобильная заправочная станция «ЭНИ-НЕФТО» на Ленинградском шоссе, дом 63Г";"14155144";"АЗС «ЭНИ-НЕФТО» на Ленинградском шоссе, дом 63Г";"Северный административный округ";"район Левобережный";"Ленинградское шоссе, дом 63Г";"ООО «ЭНИ-НЕФТО»";"01.06.2015";"{type=Point, coordinates=[37.462452177329, 55.864802983312]}";
"190";"Автомобильная заправочная станция «Шелл Нефть» на Ленинградском шоссе, владение 47А";"14155145";"АЗС «Шелл Нефть» на Ленинградском шоссе, владение 47А";"Северный административный округ";"Головинский район";"Ленинградское шоссе, владение 47А";"ООО «Шелл Нефть»";"01.06.2015";"{type=Point, coordinates=[37.476288025889, 55.844784277823]}";
"191";"Автомобильная заправочная станция «Интеройл» на улице Зенитчиков, дом 7";"14155146";"АЗС «Интеройл» на улице Зенитчиков, дом 7";"Северо-Западный административный округ";"район Митино";"улица Зенитчиков, дом 7";"ООО НГК «Интеройл»";"02.06.2015";"{type=Point, coordinates=[37.348137230304, 55.834639510425]}";
"192";"Автомобильная заправочная станция «Газпромнефть-Северо-Запад» на Кутузовском проспекте, владение 52";"14155147";"АЗС «Газпромнефть-Северо-Запад» на Кутузовском проспекте, владение 52";"Западный административный округ";"район Фили-Давыдково";"Кутузовский проспект, владение 52";"ЗАО «Газпромнефть-Северо-Запад»";"03.06.2015";"{type=Point, coordinates=[37.483372349202, 55.731169817803]}";
"193";"Автомобильная заправочная станция «НБА-Северо-Запад» на набережной Тараса Шевченко";"14155148";"АЗС «НБА-Северо-Запад» на набережной Тараса Шевченко";"Западный административный округ";"район Дорогомилово";"набережная Тараса Шевченко";"ООО «НБА-Северо-Запад»";"03.06.2015";"{type=Point, coordinates=[37.561035828381, 55.752331064112]}";
"194";"Автомобильная заправочная станция «Лукойл-Центрнефтепродукт» на Боровском шоссе, дом 2, строение 1";"14155149";"АЗС «Лукойл-Центрнефтепродукт» на Боровском шоссе, дом 2, строение 1";"Западный административный округ";"район Солнцево";"Боровское шоссе, дом 2, строение 1";"ООО «Лукойл-Центрнефтепродукт»";"03.06.2015";"{type=Point, coordinates=[37.426226420925, 55.6628138941]}";
"195";"Автомобильная заправочная станция «Саган» на Симферопольском шоссе, дом 9";"25747449";"АЗС «Саган» на Симферопольском шоссе, дом 9";"Новомосковский административный округ";"поселение Щербинка";"Симферопольское шоссе, дом 9";"ООО «Саган»";"01.07.2015";"{type=Point, coordinates=[37.571916972711, 55.501143743623]}";
"196";"Автомобильная заправочная станция «Федонин В.Г.» на Симферопольском шоссе, дом 1, строение 1";"25748908";"АЗС «Федонин В.Г.» на Симферопольском шоссе, дом 1, строение 1";"Новомосковский административный округ";"поселение Щербинка";"Симферопольское шоссе, дом 1, строение 1";"ИП Федонин В.Г.";"01.07.2015";"{type=Point, coordinates=[37.576810673664, 55.517071898613]}";
"197";"Автомобильная заправочная станция «Буран Петрол» на 58-м километре Калужского шоссе";"25751810";"АЗС «Буран Петрол» на 58-м километре Калужского шоссе";"Троицкий административный округ";"поселение Вороновское";"58-й километр Калужского шоссе";"ООО «Буран Петрол»";"05.05.2016";"{type=Point, coordinates=[37.172352310512, 55.343147569152]}";
"198";"Автомобильная заправочная станция «ТРГ-Центр» в поселении Вороновское";"25754680";"АЗС «ТРГ-Центр» в поселении Вороновское";"Троицкий административный округ";"поселение Вороновское";"поселение Вороновское";"ООО «ТРГ-Центр»";"03.07.2015";"{type=Point, coordinates=[37.187041076466, 55.323480492403]}";
"199";"Автомобильная заправочная станция «Лукойл-Центрнефтепродукт» на улице Римского-Корсакова, владение 5";"25756572";"АЗС «Лукойл-Центрнефтепродукт» на улице Римского-Корсакова, владение 5";"Северо-Восточный административный округ";"район Отрадное";"улица Римского-Корсакова, владение 5";"ООО «Лукойл-Центрнефтепродукт»";"06.07.2015";"{type=Point, coordinates=[37.594474816263, 55.872127022707]}";
"200";"Автомобильная заправочная станция «НБА-Северо-Запад» на Алтуфьевском шоссе, владение 3А";"25757894";"АЗС «НБА-Северо-Запад» на Алтуфьевском шоссе, владение 3А";"Северо-Восточный административный округ";"район Отрадное";"Алтуфьевское шоссе, владение 3А";"ООО «НБА-Северо-Запад»";"06.07.2015";"{type=Point, coordinates=[37.580008483988, 55.850286399339]}";
